title,content_rating,budget,gross,imdb_score,num_critic_for_reviews,num_voted_users,num_user_for_reviews,movie_facebook_likes,cast_total_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,director_facebook_likes,genre,actors,year,runtime_minutes,votes,metascore
Across the Universe,PG-13,45000000.0,24343673.0,7.4,156.0,91860,524.0,14000,5405,5000.0,117.0,107.0,278.0,"Drama,Fantasy,Musical","Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs",2007,133,95172,56.0
Across the Universe,PG-13,45000000.0,24343673.0,7.4,156.0,91863,524.0,14000,5405,5000.0,117.0,107.0,278.0,"Drama,Fantasy,Musical","Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs",2007,133,95172,56.0
Revolutionary Road,R,35000000.0,22877808.0,7.3,323.0,152591,414.0,0,53895,29000.0,14000.0,10000.0,0.0,"Drama,Romance","Leonardo DiCaprio, Kate Winslet, Christopher Fitzgerald, Jonathan Roumie",2008,119,159736,69.0
The Ghost Writer,PG-13,45000000.0,15523168.0,7.2,343.0,132423,349.0,15000,2507,854.0,766.0,501.0,2000.0,"Mystery,Thriller","Ewan McGregor, Pierce Brosnan, Olivia Williams,Jon Bernthal",2010,128,137964,77.0
Argo,R,44500000.0,136019448.0,7.7,656.0,452465,695.0,89000,3133,1000.0,660.0,650.0,0.0,"Biography,Drama,History","Ben Affleck, Bryan Cranston, John Goodman, Alan Arkin",2012,120,481274,86.0
Victor Frankenstein,PG-13,40000000.0,5773519.0,6.0,159.0,28618,91.0,11000,12876,11000.0,1000.0,287.0,118.0,"Drama,Horror,Sci-Fi","Daniel Radcliffe, James McAvoy, Jessica Brown Findlay, Andrew Scott",2015,110,37975,36.0
Victor Frankenstein,PG-13,40000000.0,5773519.0,6.0,159.0,28618,91.0,11000,12876,11000.0,1000.0,287.0,118.0,"Drama,Horror,Sci-Fi","Daniel Radcliffe, James McAvoy, Jessica Brown Findlay, Andrew Scott",2015,110,37975,36.0
Victor Frankenstein,PG-13,40000000.0,5773519.0,6.0,159.0,28621,91.0,11000,12876,11000.0,1000.0,287.0,118.0,"Drama,Horror,Sci-Fi","Daniel Radcliffe, James McAvoy, Jessica Brown Findlay, Andrew Scott",2015,110,37975,36.0
21 Jump Street,R,42000000.0,138447667.0,7.2,375.0,408302,345.0,39000,19968,17000.0,971.0,839.0,97.0,"Action,Comedy,Crime","Jonah Hill, Channing Tatum, Ice Cube,Brie Larson",2012,110,432046,69.0
The Heat,R,43000000.0,159578352.0,6.6,270.0,133177,380.0,24000,4825,975.0,815.0,749.0,176.0,"Action,Comedy,Crime","Sandra Bullock, Michael McDonald, Melissa McCarthy,Demián Bichir",2013,117,140151,60.0
The Interview,R,44000000.0,6105175.0,6.6,293.0,247020,835.0,50000,12239,11000.0,392.0,365.0,133.0,Comedy,"James Franco, Seth Rogen, Randall Park, Lizzy Caplan",2014,112,261536,52.0
Man on a Ledge,PG-13,42000000.0,18600911.0,6.6,258.0,125198,153.0,11000,362,107.0,81.0,54.0,20.0,"Action,Crime,Thriller","Sam Worthington, Elizabeth Banks, Jamie Bell, Mandy Gonzalez",2012,102,129252,40.0
The Karate Kid,PG,8000000.0,90800000.0,7.2,81.0,126907,235.0,0,2004,668.0,641.0,225.0,80.0,"Action,Drama,Family","Jackie Chan, Jaden Smith, Taraji P. Henson, Wenwen Han",2010,140,127983,61.0
The Karate Kid,PG,8000000.0,90800000.0,7.2,81.0,126916,235.0,0,2004,668.0,641.0,225.0,80.0,"Action,Drama,Family","Jackie Chan, Jaden Smith, Taraji P. Henson, Wenwen Han",2010,140,127983,61.0
American Hustle,R,40000000.0,150117807.0,7.3,538.0,358416,751.0,63000,83012,34000.0,23000.0,14000.0,737.0,"Crime,Drama","Christian Bale, Amy Adams, Bradley Cooper,Jennifer Lawrence",2013,138,379088,90.0
The Proposal,PG-13,40000000.0,163947053.0,6.7,224.0,227824,273.0,10000,18656,16000.0,896.0,723.0,98.0,"Comedy,Drama,Romance","Sandra Bullock, Ryan Reynolds, Mary Steenburgen,Craig T. Nelson",2009,108,241709,48.0
Lucy,R,40000000.0,126546825.0,6.4,433.0,327367,918.0,83000,32325,19000.0,11000.0,903.0,0.0,"Action,Sci-Fi,Thriller","Scarlett Johansson, Morgan Freeman, Min-sik Choi,Amr Waked",2014,89,352698,61.0
Fifty Shades of Grey,R,40000000.0,166147885.0,4.1,362.0,220020,1360.0,101000,4585,1000.0,935.0,716.0,456.0,"Drama,Romance,Thriller","Dakota Johnson, Jamie Dornan, Jennifer Ehle,Eloise Mumford",2015,125,244474,46.0
Lone Survivor,R,40000000.0,125069696.0,7.6,319.0,203963,420.0,58000,1261,480.0,449.0,127.0,532.0,"Action,Biography,Drama","Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster",2013,121,218996,60.0
The Conjuring 2,R,40000000.0,102310175.0,7.8,300.0,64989,279.0,40000,2676,1000.0,575.0,336.0,0.0,"Horror,Mystery,Thriller","Vera Farmiga, Patrick Wilson, Madison Wolfe, Frances O'Connor",2016,134,137203,65.0
The Social Network,PG-13,40000000.0,96917897.0,7.7,556.0,479453,696.0,74000,10555,10000.0,349.0,81.0,21000.0,"Biography,Drama","Jesse Eisenberg, Andrew Garfield, Justin Timberlake,Rooney Mara",2010,120,510100,95.0
He's Just Not That Into You,PG-13,40000000.0,93952276.0,6.4,161.0,132048,203.0,12000,318,97.0,50.0,49.0,42.0,"Comedy,Drama,Romance","Jennifer Aniston, Jennifer Connelly, Morgan Lily,Trenton Rogers",2009,129,137684,47.0
Get Hard,R,40000000.0,90353764.0,6.0,173.0,85629,144.0,14000,12556,8000.0,2000.0,723.0,164.0,"Comedy,Crime","Will Ferrell, Kevin Hart, Alison Brie, T.I.",2015,100,95119,34.0
42,PG-13,40000000.0,95001343.0,7.5,216.0,66511,200.0,28000,16911,11000.0,3000.0,898.0,241.0,"Biography,Drama,Sport","Chadwick Boseman, T.R. Knight, Harrison Ford,Nicole Beharie",2013,128,69659,62.0
The Intern,PG-13,35000000.0,75274748.0,7.2,241.0,130661,304.0,54000,36010,22000.0,11000.0,808.0,278.0,"Comedy,Drama","Robert De Niro, Anne Hathaway, Rene Russo,Anders Holm",2015,121,159582,51.0
17 Again,PG-13,20000000.0,64149837.0,6.4,191.0,146899,185.0,0,7009,2000.0,2000.0,651.0,23.0,"Comedy,Drama,Family","Zac Efron, Matthew Perry, Leslie Mann, Thomas Lennon",2009,102,152808,48.0
The Other Woman,PG-13,40000000.0,83906114.0,6.0,191.0,104481,189.0,16000,2357,982.0,971.0,119.0,415.0,"Comedy,Romance","Cameron Diaz, Leslie Mann, Kate Upton, Nikolaj Coster-Waldau",2014,109,110825,39.0
Bridge of Spies,PG-13,40000000.0,72306065.0,7.6,459.0,178118,355.0,55000,16944,15000.0,535.0,423.0,14000.0,"Drama,History,Thriller","Tom Hanks, Mark Rylance, Alan Alda, Amy Ryan",2015,142,217938,81.0
Unknown,PG-13,30000000.0,61094903.0,6.9,349.0,210542,332.0,29000,17152,14000.0,903.0,767.0,174.0,"Action,Mystery,Thriller","Liam Neeson, Diane Kruger, January Jones,Aidan Quinn",2011,113,218679,56.0
Unknown,PG-13,30000000.0,61094903.0,6.9,349.0,210548,332.0,29000,17151,14000.0,902.0,767.0,174.0,"Action,Mystery,Thriller","Liam Neeson, Diane Kruger, January Jones,Aidan Quinn",2011,113,218679,56.0
The Prestige,PG-13,40000000.0,53082743.0,8.5,341.0,844052,1100.0,49000,63986,23000.0,20000.0,19000.0,22000.0,"Drama,Mystery,Sci-Fi","Christian Bale, Hugh Jackman, Scarlett Johansson, Michael Caine",2006,130,913152,66.0
Horrible Bosses 2,R,42000000.0,54414716.0,6.3,196.0,114294,187.0,12000,30571,18000.0,11000.0,465.0,51.0,"Comedy,Crime","Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston",2014,108,125190,40.0
Apocalypto,R,40000000.0,50859889.0,7.8,283.0,236000,1043.0,14000,848,708.0,78.0,19.0,0.0,"Action,Adventure,Drama","Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández,Rudy Youngblood",2006,139,247926,68.0
Predators,R,40000000.0,52000688.0,6.4,351.0,171418,619.0,17000,4243,2000.0,1000.0,520.0,190.0,"Action,Adventure,Sci-Fi","Adrien Brody, Laurence Fishburne, Topher Grace,Alice Braga",2010,107,179450,51.0
Paul,R,40000000.0,37371385.0,7.0,342.0,192462,334.0,42000,390,176.0,61.0,57.0,99.0,"Adventure,Comedy,Sci-Fi","Simon Pegg, Nick Frost, Seth Rogen, Mia Stallard",2011,104,201707,57.0
Scream 4,R,40000000.0,38176892.0,6.2,420.0,104119,518.0,26000,4486,2000.0,741.0,687.0,0.0,"Horror,Mystery","Neve Campbell, Courteney Cox, David Arquette, Lucy Hale",2011,111,108544,52.0
Sex Tape,R,40000000.0,38543473.0,5.1,201.0,84382,158.0,0,1488,683.0,392.0,214.0,52.0,"Comedy,Romance","Jason Segel, Cameron Diaz, Rob Corddry, Ellie Kemper",2014,94,89885,36.0
Final Destination 5,R,40000000.0,42575718.0,5.9,277.0,83788,227.0,20000,3074,703.0,682.0,495.0,77.0,"Horror,Thriller","Nicholas D'Agosto, Emma Bell, Arlen Escarpeta, Miles Fisher",2011,92,88000,50.0
A Million Ways to Die in the West,R,40000000.0,42615685.0,6.1,303.0,136093,416.0,24000,28927,14000.0,9000.0,3000.0,3000.0,"Comedy,Romance,Western","Seth MacFarlane, Charlize Theron, Liam Neeson,Amanda Seyfried",2014,116,144779,44.0
The Other Boleyn Girl,PG-13,35000000.0,26814957.0,6.7,169.0,84357,252.0,0,77823,20000.0,19000.0,19000.0,56.0,"Biography,Drama,History","Natalie Portman, Scarlett Johansson, Eric Bana,Jim Sturgess",2008,115,88260,50.0
Marie Antoinette,PG-13,40000000.0,15962471.0,6.4,260.0,79892,619.0,0,7243,4000.0,887.0,826.0,0.0,"Biography,Drama,History","Kirsten Dunst, Jason Schwartzman, Rip Torn, Judy Davis",2006,123,83941,65.0
Fantastic Mr. Fox,PG,40000000.0,20999103.0,7.8,335.0,139114,245.0,15000,24770,13000.0,11000.0,563.0,0.0,"Animation,Adventure,Comedy","George Clooney, Meryl Streep, Bill Murray, Jason Schwartzman",2009,87,149779,83.0
Pandorum,R,33000000.0,10326062.0,6.8,219.0,121432,310.0,10000,14127,12000.0,2000.0,61.0,22.0,"Action,Horror,Mystery","Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue",2009,108,126656,28.0
Sunshine,R,26000000.0,3675072.0,7.3,308.0,190132,801.0,15000,11623,11000.0,372.0,167.0,0.0,"Adventure,Sci-Fi,Thriller","Cillian Murphy, Rose Byrne, Chris Evans, Michelle Yeoh",2007,107,199860,64.0
The Gunman,R,40000000.0,10640645.0,5.8,224.0,28429,110.0,0,1686,1000.0,535.0,87.0,180.0,"Action,Crime,Drama","Sean Penn, Idris Elba, Jasmine Trinca, Javier Bardem",2015,115,31194,39.0
Snowpiercer,R,39200000.0,4563029.0,7.0,488.0,181472,514.0,58000,12286,11000.0,557.0,398.0,584.0,"Action,Drama,Sci-Fi","Chris Evans, Jamie Bell, Tilda Swinton, Ed Harris",2013,126,199048,84.0
The Ugly Truth,R,38000000.0,88915214.0,6.5,174.0,163665,169.0,9000,22436,18000.0,957.0,954.0,126.0,"Comedy,Romance","Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter",2009,96,172558,28.0
Precious,R,10000000.0,47536959.0,7.3,323.0,86955,275.0,12000,3277,940.0,906.0,736.0,304.0,Drama,"Gabourey Sidibe, Mo'Nique, Paula Patton, Mariah Carey",2009,110,91623,79.0
Precious,R,10000000.0,47536959.0,7.3,323.0,86956,275.0,12000,3276,939.0,906.0,736.0,304.0,Drama,"Gabourey Sidibe, Mo'Nique, Paula Patton, Mariah Carey",2009,110,91623,79.0
Riddick,R,38000000.0,41997790.0,6.4,302.0,125305,343.0,39000,17551,14000.0,924.0,904.0,123.0,"Action,Sci-Fi,Thriller","Vin Diesel, Karl Urban, Katee Sackhoff, Jordi Mollà",2013,119,132098,49.0
The 5th Wave,PG-13,38000000.0,34912982.0,5.2,194.0,55617,266.0,14000,19974,17000.0,1000.0,724.0,5.0,"Action,Adventure,Sci-Fi","Chloë Grace Moretz, Matthew Zuk, Gabriela Lopez,Bailey Anne Borders",2016,112,73093,33.0
Creed,PG-13,35000000.0,109712885.0,7.7,437.0,146708,362.0,70000,15106,13000.0,597.0,531.0,0.0,"Drama,Sport","Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad",2015,133,175673,82.0
The Town,R,37000000.0,92173235.0,7.6,378.0,280228,420.0,29000,14296,10000.0,4000.0,206.0,0.0,"Crime,Drama,Thriller","Ben Affleck, Rebecca Hall, Jon Hamm, Jeremy Renner",2010,125,294553,74.0
What to Expect When You're Expecting,PG-13,40000000.0,41102171.0,5.7,170.0,57266,89.0,14000,13396,10000.0,2000.0,651.0,52.0,"Comedy,Drama,Romance","Cameron Diaz, Matthew Morrison, J. Todd Smith, Dennis Quaid",2012,110,60059,41.0
Rush,R,38000000.0,26903709.0,8.1,393.0,312629,475.0,83000,37206,26000.0,10000.0,471.0,2000.0,"Action,Biography,Drama","Daniel Brühl, Chris Hemsworth, Olivia Wilde,Alexandra Maria Lara",2013,123,339722,75.0
How to Be Single,R,38000000.0,46813366.0,6.1,148.0,39440,83.0,15000,4882,2000.0,756.0,591.0,11.0,"Comedy,Romance","Dakota Johnson, Rebel Wilson, Leslie Mann, Alison Brie",2016,110,59886,51.0
Twilight,PG-13,37000000.0,191449475.0,5.2,350.0,348007,1535.0,19000,44060,17000.0,12000.0,10000.0,308.0,"Drama,Fantasy,Romance","Kristen Stewart, Robert Pattinson, Billy Burke,Sarah Clarke",2008,122,361449,56.0
Twilight,PG-13,37000000.0,191449475.0,5.2,350.0,348010,1535.0,19000,44061,17000.0,12000.0,10000.0,308.0,"Drama,Fantasy,Romance","Kristen Stewart, Robert Pattinson, Billy Burke,Sarah Clarke",2008,122,361449,56.0
We're the Millers,R,37000000.0,150368971.0,7.0,289.0,316671,301.0,35000,3425,740.0,707.0,651.0,43.0,"Comedy,Crime","Jason Sudeikis, Jennifer Aniston, Emma Roberts, Ed Helms",2013,110,334867,44.0
The Hangover,R,35000000.0,277313371.0,7.8,334.0,583341,626.0,24000,17623,14000.0,839.0,706.0,480.0,Comedy,"Zach Galifianakis, Bradley Cooper, Justin Bartha, Ed Helms",2009,100,611563,73.0
The Blind Side,PG-13,29000000.0,255950375.0,7.7,261.0,223127,420.0,38000,3389,768.0,734.0,624.0,102.0,"Biography,Drama,Sport","Quinton Aaron, Sandra Bullock, Tim McGraw,Jae Head",2009,129,237221,53.0
Horrible Bosses,R,35000000.0,117528646.0,6.9,340.0,353442,387.0,31000,18669,18000.0,464.0,64.0,91.0,"Comedy,Crime","Jason Bateman, Charlie Day, Jason Sudeikis, Steve Wiebe",2011,98,368556,57.0
True Grit,PG-13,38000000.0,171031347.0,7.7,493.0,240962,724.0,36000,25964,13000.0,12000.0,538.0,1000.0,"Adventure,Drama,Western","Jeff Bridges, Matt Damon, Hailee Steinfeld,Josh Brolin",2010,110,254904,80.0
The Devil Wears Prada,PG-13,35000000.0,124732962.0,6.8,208.0,286178,631.0,0,23923,11000.0,11000.0,505.0,64.0,"Comedy,Drama","Anne Hathaway, Meryl Streep, Adrian Grenier, Emily Blunt",2006,109,302268,62.0
21,PG-13,35000000.0,81159365.0,6.8,144.0,191470,278.0,0,25661,18000.0,5000.0,1000.0,126.0,"Crime,Drama,Thriller","Jim Sturgess, Kate Bosworth, Kevin Spacey, Aaron Yoo",2008,123,198395,48.0
Trainwreck,R,35000000.0,110008260.0,6.3,332.0,94241,309.0,25000,1450,492.0,392.0,213.0,0.0,"Comedy,Drama,Romance","Amy Schumer, Bill Hader, Brie Larson, Colin Quinn",2015,125,106364,75.0
Friends with Benefits,R,35000000.0,55802754.0,6.6,238.0,270228,194.0,41000,20956,15000.0,3000.0,923.0,87.0,"Comedy,Romance","Mila Kunis, Justin Timberlake, Patricia Clarkson, Jenna Elfman",2011,109,286543,63.0
Neighbors 2: Sorority Rising,R,35000000.0,55291815.0,6.0,177.0,28041,111.0,0,17860,17000.0,329.0,190.0,89.0,Comedy,"Seth Rogen, Rose Byrne, Zac Efron, Chloë Grace Moretz",2016,92,76327,58.0
Saving Mr. Banks,PG-13,35000000.0,83299761.0,7.5,405.0,117719,306.0,39000,19809,15000.0,2000.0,825.0,102.0,"Biography,Comedy,Drama","Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell",2013,125,125693,65.0
Underworld: Rise of the Lycans,R,35000000.0,45802315.0,6.6,164.0,119974,169.0,0,2184,978.0,593.0,227.0,148.0,"Action,Adventure,Fantasy","Rhona Mitra, Michael Sheen, Bill Nighy, Steven Mackintosh",2009,92,129708,44.0
In Time,PG-13,40000000.0,37553932.0,6.7,360.0,304318,463.0,52000,34011,20000.0,10000.0,3000.0,487.0,"Action,Sci-Fi,Thriller","Justin Timberlake, Amanda Seyfried, Cillian Murphy,Olivia Wilde",2011,109,319025,53.0
The Tree of Life,PG-13,32000000.0,13303319.0,6.7,584.0,136367,975.0,39000,13021,11000.0,1000.0,687.0,0.0,"Drama,Fantasy","Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken",2011,139,143517,85.0
A Good Year,PG-13,35000000.0,7458269.0,6.9,147.0,70698,196.0,9000,3611,883.0,883.0,567.0,0.0,"Comedy,Drama,Romance","Russell Crowe, Abbie Cornish, Albert Finney, Marion Cotillard",2006,117,74674,47.0
The Maze Runner,PG-13,34000000.0,102413606.0,6.8,297.0,310903,524.0,38000,1783,988.0,149.0,129.0,47.0,"Action,Mystery,Sci-Fi","Dylan O'Brien, Kaya Scodelario, Will Poulter, Thomas Brodie-Sangster",2014,113,335531,57.0
The Fountain,PG-13,35000000.0,10139254.0,7.3,274.0,190990,915.0,23000,24640,20000.0,1000.0,1000.0,0.0,"Drama,Sci-Fi","Hugh Jackman, Rachel Weisz, Sean Patrick Thomas, Ellen Burstyn",2006,96,199193,51.0
The Longest Ride,PG-13,34000000.0,37432299.0,7.1,117.0,50041,116.0,23000,3386,989.0,970.0,954.0,88.0,"Drama,Romance","Scott Eastwood, Britt Robertson, Alan Alda, Jack Huston",2015,123,58421,33.0
Snakes on a Plane,R,33000000.0,34014398.0,5.6,285.0,115649,1033.0,4000,2604,852.0,521.0,491.0,160.0,"Action,Adventure,Crime","Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard",2006,105,118905,58.0
Snakes on a Plane,R,33000000.0,34014398.0,5.6,285.0,115650,1033.0,4000,2603,852.0,521.0,490.0,160.0,"Action,Adventure,Crime","Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard",2006,105,118905,58.0
Bridesmaids,R,32500000.0,169076745.0,6.8,371.0,218711,485.0,27000,3229,722.0,655.0,460.0,176.0,"Comedy,Romance","Kristen Wiig, Maya Rudolph, Rose Byrne, Terry Crews",2011,125,227912,75.0
This Is the End,R,32000000.0,101470202.0,6.7,418.0,310540,669.0,97000,38751,17000.0,11000.0,9000.0,133.0,"Comedy,Fantasy","James Franco, Jonah Hill, Seth Rogen,Jay Baruchel",2013,107,327838,67.0
Source Code,PG-13,32000000.0,54696902.0,7.5,522.0,379462,571.0,56000,16034,15000.0,491.0,355.0,0.0,"Mystery,Romance,Sci-Fi","Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga,Jeffrey Wright",2011,93,404884,74.0
Criminal,R,31500000.0,14268533.0,6.3,130.0,17319,100.0,0,10910,10000.0,877.0,24.0,34.0,"Action,Crime,Drama","Kevin Costner, Ryan Reynolds, Gal Gadot, Gary Oldman",2016,113,38430,36.0
Flight,R,31000000.0,93749203.0,7.3,449.0,264047,491.0,64000,20952,18000.0,984.0,874.0,0.0,"Drama,Thriller","Denzel Washington, Nadine Velazquez, Don Cheadle, John Goodman",2012,138,276347,76.0
The Grand Budapest Hotel,R,25000000.0,59073773.0,8.1,536.0,475518,644.0,149000,15082,13000.0,1000.0,670.0,0.0,"Adventure,Comedy,Drama","Ralph Fiennes, F. Murray Abraham, Mathieu Amalric,Adrien Brody",2014,99,530881,88.0
Vacation,R,31000000.0,58879132.0,6.1,204.0,66123,219.0,28000,40312,26000.0,12000.0,816.0,0.0,"Adventure,Comedy","Ed Helms, Christina Applegate, Skyler Gisondo, Steele Stebbins",2015,99,74589,34.0
District 9,R,30000000.0,115646235.0,8.0,472.0,531737,1262.0,22000,2639,2000.0,433.0,107.0,662.0,"Action,Sci-Fi,Thriller","Sharlto Copley, David James, Jason Cope, Nathalie Boltt",2009,112,556794,81.0
Warm Bodies,PG-13,35000000.0,66359959.0,6.9,452.0,184641,326.0,81000,337,303.0,18.0,7.0,129.0,"Comedy,Horror,Romance","Nicholas Hoult, Teresa Palmer, John Malkovich,Analeigh Tipton",2013,98,193579,59.0
Looper,R,30000000.0,66468315.0,7.4,589.0,428916,667.0,75000,37387,23000.0,13000.0,502.0,0.0,"Action,Crime,Drama","Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano",2012,119,452369,84.0
Forgetting Sarah Marshall,R,30000000.0,62877175.0,7.2,253.0,217507,325.0,0,16758,15000.0,975.0,344.0,89.0,"Comedy,Drama,Romance","Kristen Bell, Jason Segel, Paul Rudd, Mila Kunis",2008,111,226619,67.0
Bride Wars,PG,30000000.0,58715510.0,5.4,152.0,79094,129.0,0,13794,11000.0,826.0,545.0,56.0,"Comedy,Romance","Kate Hudson, Anne Hathaway, Candice Bergen, Bryan Greenberg",2009,89,83976,24.0
Midnight in Paris,PG-13,17000000.0,56816662.0,7.7,487.0,301149,509.0,78000,1289,617.0,204.0,183.0,11000.0,"Comedy,Fantasy,Romance","Owen Wilson, Rachel McAdams, Kathy Bates, Kurt Fuller",2011,94,320323,81.0
Sicario,R,30000000.0,46875468.0,7.6,478.0,196217,461.0,59000,1467,455.0,221.0,219.0,777.0,"Action,Crime,Drama","Emily Blunt, Josh Brolin, Benicio Del Toro, Jon Bernthal",2015,121,243230,82.0
Southpaw,R,30000000.0,52418902.0,7.5,305.0,147128,277.0,44000,16881,15000.0,1000.0,424.0,845.0,"Drama,Sport","Jake Gyllenhaal, Rachel McAdams, Oona Laurence,Forest Whitaker",2015,124,169083,57.0
The Age of Adaline,PG-13,25000000.0,42478175.0,7.2,214.0,93767,209.0,34000,15327,11000.0,2000.0,1000.0,43.0,"Drama,Fantasy,Romance","Blake Lively, Michiel Huisman, Harrison Ford,Kathy Baker",2015,112,112288,51.0
The Cabin in the Woods,R,30000000.0,42043633.0,7.0,634.0,277172,986.0,66000,29551,26000.0,821.0,751.0,246.0,Horror,"Kristen Connolly, Chris Hemsworth, Anna Hutchison,Fran Kranz",2012,95,295554,72.0
Hanna,PG-13,30000000.0,40247512.0,6.8,417.0,159198,438.0,38000,257,157.0,33.0,21.0,456.0,"Action,Drama,Thriller","Saoirse Ronan, Cate Blanchett, Eric Bana, Vicky Krieps",2011,111,164208,65.0
Carrie,R,30000000.0,35266619.0,5.9,359.0,108242,371.0,39000,20051,17000.0,2000.0,534.0,108.0,"Drama,Horror","Chloë Grace Moretz, Julianne Moore, Gabriella Wilde, Portia Doubleday",2013,100,113272,53.0
Carrie,R,30000000.0,35266619.0,5.9,359.0,108248,371.0,39000,20051,17000.0,2000.0,534.0,108.0,"Drama,Horror","Chloë Grace Moretz, Julianne Moore, Gabriella Wilde, Portia Doubleday",2013,100,113272,53.0
Love & Other Drugs,R,30000000.0,32357532.0,6.7,219.0,143368,215.0,24000,31278,15000.0,11000.0,2000.0,380.0,"Comedy,Drama,Romance","Jake Gyllenhaal, Anne Hathaway, Judy Greer, Oliver Platt",2010,112,151519,55.0
The Imaginarium of Doctor Parnassus,PG-13,40000000.0,7689458.0,6.8,292.0,126307,210.0,19000,11769,10000.0,785.0,645.0,0.0,"Adventure,Fantasy,Mystery","Christopher Plummer, Lily Cole, Heath Ledger,Andrew Garfield",2009,123,130153,65.0
The Promise,PG-13,60000000.0,668171.0,5.6,90.0,8215,132.0,445,949,489.0,181.0,107.0,45.0,"Drama,History","Oscar Isaac, Charlotte Le Bon, Christian Bale, Daniel Giménez Cacho",2016,133,149791,49.0
The Assassination of Jesse James by the Coward Robert Ford,R,30000000.0,3904982.0,7.5,273.0,136104,415.0,0,22516,11000.0,10000.0,820.0,181.0,"Biography,Crime,Drama","Brad Pitt, Casey Affleck, Sam Shepard, Mary-Louise Parker",2007,160,143564,68.0
Pitch Perfect 2,PG-13,29000000.0,183436380.0,6.5,221.0,97697,185.0,40000,13159,10000.0,1000.0,751.0,0.0,"Comedy,Music","Anna Kendrick, Rebel Wilson, Hailee Steinfeld,Brittany Snow",2015,115,108306,63.0
The Boss,R,29000000.0,63034755.0,5.3,154.0,16984,96.0,0,23562,22000.0,779.0,265.0,265.0,Comedy,"Melissa McCarthy, Kristen Bell, Peter Dinklage, Ella Anderson",2016,99,29642,40.0
Straight Outta Compton,R,28000000.0,161029270.0,7.9,349.0,119928,331.0,76000,2702,559.0,427.0,303.0,473.0,"Biography,Drama,History","O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell,Neil Brown Jr.",2015,147,139831,72.0
The Big Short,R,28000000.0,70235322.0,7.8,426.0,182983,374.0,99000,57308,33000.0,23000.0,767.0,285.0,"Biography,Comedy,Drama","Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt",2015,130,246360,81.0
Safe Haven,PG-13,28000000.0,71346930.0,6.7,184.0,78008,160.0,23000,1554,576.0,447.0,325.0,529.0,"Drama,Romance,Thriller","Julianne Hough, Josh Duhamel, Cobie Smulders,David Lyons",2013,115,84765,34.0
Kick-Ass,R,30000000.0,48043505.0,7.7,447.0,435864,801.0,36000,2357,553.0,488.0,385.0,905.0,"Action,Comedy","Aaron Taylor-Johnson, Nicolas Cage, Chloë Grace Moretz, Garrett M. Brown",2010,117,456749,66.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",PG,28000000.0,66950483.0,6.2,119.0,29738,85.0,12000,47677,35000.0,7000.0,3000.0,44.0,"Comedy,Family","Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette",2014,81,32310,54.0
3 Days to Kill,PG-13,28000000.0,30688364.0,6.2,211.0,69355,211.0,10000,1286,933.0,194.0,114.0,368.0,"Action,Drama,Thriller","Kevin Costner, Hailee Steinfeld, Connie Nielsen, Amber Heard",2014,117,73567,40.0
Pride and Prejudice and Zombies,PG-13,28000000.0,10907291.0,5.8,225.0,23775,134.0,73000,4710,2000.0,860.0,845.0,23.0,"Action,Horror,Romance","Lily James, Sam Riley, Jack Huston, Bella Heathcote",2016,108,35003,45.0
Kick-Ass 2,R,28000000.0,28751715.0,6.6,350.0,202967,378.0,36000,19168,17000.0,927.0,405.0,65.0,"Action,Comedy,Crime","Aaron Taylor-Johnson, Chloë Grace Moretz,Christopher Mintz-Plasse, Jim Carrey",2013,103,214825,41.0
Knocked Up,R,30000000.0,148734225.0,7.0,251.0,298590,559.0,0,12874,11000.0,985.0,529.0,0.0,"Comedy,Romance","Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann",2007,129,309398,85.0
Lucky Number Slevin,R,27000000.0,22494487.0,7.8,202.0,262153,507.0,10000,26451,13000.0,11000.0,1000.0,118.0,"Crime,Drama,Mystery","Josh Hartnett, Ben Kingsley, Morgan Freeman, Lucy Liu",2006,110,271940,53.0
